country,year,sex,age,suicides_no,population,HDI for year, gdp_for_year ($) 
Saint Vincent and Grenadines,1997,female,5-14 years,,11950,,347770000
Saint Vincent and Grenadines,1997,female,55-74 years,,5289,,347770000
Saint Vincent and Grenadines,1997,female,75+ years,,1780,,347770000
Saint Vincent and Grenadines,1997,male,5-14 years,,12124,,347770000
Saint Vincent and Grenadines,1997,male,55-74 years,,4666,,347770000
Saint Vincent and Grenadines,1997,male,75+ years,,1245,,347770000
Saint Vincent and Grenadines,1998,male,75+ years,1,1251,,373619852
Saint Vincent and Grenadines,1998,male,55-74 years,2,4684,,373619852
Saint Vincent and Grenadines,1998,male,35-54 years,4,10556,,373619852
Saint Vincent and Grenadines,1998,male,25-34 years,3,8852,,373619852
Saint Vincent and Grenadines,1998,female,15-24 years,,10819,,373619852
Saint Vincent and Grenadines,1998,female,25-34 years,,8318,,373619852
Saint Vincent and Grenadines,1998,female,35-54 years,,10094,,373619852
Saint Vincent and Grenadines,1998,female,5-14 years,,11738,,373619852
Saint Vincent and Grenadines,1998,female,55-74 years,,5226,,373619852
Saint Vincent and Grenadines,1998,female,75+ years,,1810,,373619852
Saint Vincent and Grenadines,1998,male,15-24 years,,11181,,373619852
Saint Vincent and Grenadines,1998,male,5-14 years,,11920,,373619852
Saint Vincent and Grenadines,1999,male,35-54 years,4,11082,,390719148
Saint Vincent and Grenadines,1999,male,55-74 years,1,4717,,390719148
Saint Vincent and Grenadines,1999,male,5-14 years,1,11747,,390719148
Saint Vincent and Grenadines,1999,female,15-24 years,,10747,,390719148
Saint Vincent and Grenadines,1999,female,25-34 years,,8186,,390719148
Saint Vincent and Grenadines,1999,female,35-54 years,,10547,,390719148
Saint Vincent and Grenadines,1999,female,5-14 years,,11554,,390719148
Saint Vincent and Grenadines,1999,female,55-74 years,,5187,,390719148
Saint Vincent and Grenadines,1999,female,75+ years,,1840,,390719148
Saint Vincent and Grenadines,1999,male,15-24 years,,11093,,390719148
Saint Vincent and Grenadines,1999,male,25-34 years,,8736,,390719148
Saint Vincent and Grenadines,1999,male,75+ years,,1249,,390719148
Saint Vincent and Grenadines,2000,male,35-54 years,3,11565,0.674,396270000
Saint Vincent and Grenadines,2000,male,15-24 years,2,11006,0.674,396270000
Saint Vincent and Grenadines,2000,female,15-24 years,,10682,0.674,396270000
Saint Vincent and Grenadines,2000,female,25-34 years,,8075,0.674,396270000
Saint Vincent and Grenadines,2000,female,35-54 years,,10952,0.674,396270000
Saint Vincent and Grenadines,2000,female,5-14 years,,11396,0.674,396270000
Saint Vincent and Grenadines,2000,female,55-74 years,,5182,0.674,396270000
Saint Vincent and Grenadines,2000,female,75+ years,,1861,0.674,396270000
Saint Vincent and Grenadines,2000,male,25-34 years,,8625,0.674,396270000
Saint Vincent and Grenadines,2000,male,5-14 years,,11593,0.674,396270000
Saint Vincent and Grenadines,2000,male,55-74 years,,4776,0.674,396270000
Saint Vincent and Grenadines,2000,male,75+ years,,1243,0.674,396270000
Saint Vincent and Grenadines,2001,male,75+ years,1,1260,,430040370
Saint Vincent and Grenadines,2001,male,35-54 years,3,11990,,430040370
Saint Vincent and Grenadines,2001,male,25-34 years,2,8657,,430040370
Saint Vincent and Grenadines,2001,male,55-74 years,1,4798,,430040370
Saint Vincent and Grenadines,2001,female,25-34 years,1,8112,,430040370
Saint Vincent and Grenadines,2001,female,15-24 years,,10638,,430040370
Saint Vincent and Grenadines,2001,female,35-54 years,,11314,,430040370
Saint Vincent and Grenadines,2001,female,5-14 years,,11209,,430040370
Saint Vincent and Grenadines,2001,female,55-74 years,,5142,,430040370
Saint Vincent and Grenadines,2001,female,75+ years,,1879,,430040370
Saint Vincent and Grenadines,2001,male,15-24 years,,10929,,430040370
Saint Vincent and Grenadines,2001,male,5-14 years,,11413,,430040370
Saint Vincent and Grenadines,2002,male,75+ years,2,1270,,461883444
Saint Vincent and Grenadines,2002,male,35-54 years,2,12383,,461883444
Saint Vincent and Grenadines,2002,male,25-34 years,1,8713,,461883444
Saint Vincent and Grenadines,2002,male,15-24 years,1,10839,,461883444
Saint Vincent and Grenadines,2002,female,35-54 years,1,11640,,461883444
Saint Vincent and Grenadines,2002,female,15-24 years,,10586,,461883444
Saint Vincent and Grenadines,2002,female,25-34 years,,8183,,461883444
Saint Vincent and Grenadines,2002,female,5-14 years,,11047,,461883444
Saint Vincent and Grenadines,2002,female,55-74 years,,5140,,461883444
Saint Vincent and Grenadines,2002,female,75+ years,,1887,,461883444
Saint Vincent and Grenadines,2002,male,5-14 years,,11257,,461883444
Saint Vincent and Grenadines,2002,male,55-74 years,,4854,,461883444
Saint Vincent and Grenadines,2003,male,25-34 years,2,8774,,481806296
Saint Vincent and Grenadines,2003,male,55-74 years,1,4931,,481806296
Saint Vincent and Grenadines,2003,male,35-54 years,1,12755,,481806296
Saint Vincent and Grenadines,2003,female,15-24 years,,10526,,481806296
Saint Vincent and Grenadines,2003,female,25-34 years,,8273,,481806296
Saint Vincent and Grenadines,2003,female,35-54 years,,11938,,481806296
Saint Vincent and Grenadines,2003,female,5-14 years,,10901,,481806296
Saint Vincent and Grenadines,2003,female,55-74 years,,5176,,481806296
Saint Vincent and Grenadines,2003,female,75+ years,,1891,,481806296
Saint Vincent and Grenadines,2003,male,15-24 years,,10742,,481806296
Saint Vincent and Grenadines,2003,male,5-14 years,,11110,,481806296
Saint Vincent and Grenadines,2003,male,75+ years,,1275,,481806296
Saint Vincent and Grenadines,2004,male,55-74 years,1,5030,,521975111
Saint Vincent and Grenadines,2004,male,35-54 years,2,13116,,521975111
Saint Vincent and Grenadines,2004,male,25-34 years,1,8823,,521975111
Saint Vincent and Grenadines,2004,female,15-24 years,,10459,,521975111
Saint Vincent and Grenadines,2004,female,25-34 years,,8353,,521975111
Saint Vincent and Grenadines,2004,female,35-54 years,,12215,,521975111
Saint Vincent and Grenadines,2004,female,5-14 years,,10749,,521975111
Saint Vincent and Grenadines,2004,female,55-74 years,,5239,,521975111
Saint Vincent and Grenadines,2004,female,75+ years,,1885,,521975111
Saint Vincent and Grenadines,2004,male,15-24 years,,10640,,521975111
Saint Vincent and Grenadines,2004,male,5-14 years,,10961,,521975111
Saint Vincent and Grenadines,2004,male,75+ years,,1270,,521975111
Saint Vincent and Grenadines,2005,male,15-24 years,4,10542,0.697,550728667
Saint Vincent and Grenadines,2005,male,35-54 years,2,13458,0.697,550728667
Saint Vincent and Grenadines,2005,male,25-34 years,1,8846,0.697,550728667
Saint Vincent and Grenadines,2005,female,35-54 years,1,12482,0.697,550728667
Saint Vincent and Grenadines,2005,female,15-24 years,,10390,0.697,550728667
Saint Vincent and Grenadines,2005,female,25-34 years,,8413,0.697,550728667
Saint Vincent and Grenadines,2005,female,5-14 years,,10587,0.697,550728667
Saint Vincent and Grenadines,2005,female,55-74 years,,5331,0.697,550728667
Saint Vincent and Grenadines,2005,female,75+ years,,1869,0.697,550728667
Saint Vincent and Grenadines,2005,male,5-14 years,,10795,0.697,550728667
Saint Vincent and Grenadines,2005,male,55-74 years,,5148,0.697,550728667
Saint Vincent and Grenadines,2005,male,75+ years,,1257,0.697,550728667
Saint Vincent and Grenadines,2006,male,75+ years,1,1269,,610930037
Saint Vincent and Grenadines,2006,male,35-54 years,2,13702,,610930037
Saint Vincent and Grenadines,2006,male,25-34 years,1,8894,,610930037
Saint Vincent and Grenadines,2006,male,15-24 years,1,10473,,610930037
Saint Vincent and Grenadines,2006,female,35-54 years,1,12698,,610930037
Saint Vincent and Grenadines,2006,female,15-24 years,,10320,,610930037
Saint Vincent and Grenadines,2006,female,25-34 years,,8494,,610930037
Saint Vincent and Grenadines,2006,female,5-14 years,,10460,,610930037
Saint Vincent and Grenadines,2006,female,55-74 years,,5404,,610930037
Saint Vincent and Grenadines,2006,female,75+ years,,1857,,610930037
Saint Vincent and Grenadines,2006,male,5-14 years,,10674,,610930037
Saint Vincent and Grenadines,2006,male,55-74 years,,5218,,610930037
Saint Vincent and Grenadines,2007,male,25-34 years,4,8927,,651833333
Saint Vincent and Grenadines,2007,male,15-24 years,3,10403,,651833333
Saint Vincent and Grenadines,2007,male,35-54 years,4,13920,,651833333
Saint Vincent and Grenadines,2007,female,15-24 years,,10243,,651833333
Saint Vincent and Grenadines,2007,female,25-34 years,,8564,,651833333
Saint Vincent and Grenadines,2007,female,35-54 years,,12889,,651833333
Saint Vincent and Grenadines,2007,female,5-14 years,,10307,,651833333
Saint Vincent and Grenadines,2007,female,55-74 years,,5514,,651833333
Saint Vincent and Grenadines,2007,female,75+ years,,1825,,651833333
Saint Vincent and Grenadines,2007,male,5-14 years,,10526,,651833333
Saint Vincent and Grenadines,2007,male,55-74 years,,5306,,651833333
Saint Vincent and Grenadines,2007,male,75+ years,,1265,,651833333
Saint Vincent and Grenadines,2008,male,55-74 years,1,5420,,695428852
Saint Vincent and Grenadines,2008,male,35-54 years,2,14103,,695428852
Saint Vincent and Grenadines,2008,female,35-54 years,1,13057,,695428852
Saint Vincent and Grenadines,2008,female,15-24 years,,10175,,695428852
Saint Vincent and Grenadines,2008,female,25-34 years,,8614,,695428852
Saint Vincent and Grenadines,2008,female,5-14 years,,10132,,695428852
Saint Vincent and Grenadines,2008,female,55-74 years,,5642,,695428852
Saint Vincent and Grenadines,2008,female,75+ years,,1792,,695428852
Saint Vincent and Grenadines,2008,male,15-24 years,,10344,,695428852
Saint Vincent and Grenadines,2008,male,25-34 years,,8944,,695428852
Saint Vincent and Grenadines,2008,male,5-14 years,,10348,,695428852
Saint Vincent and Grenadines,2008,male,75+ years,,1255,,695428852
Saint Vincent and Grenadines,2009,male,25-34 years,1,8944,,674922481
Saint Vincent and Grenadines,2009,female,15-24 years,,10126,,674922481
Saint Vincent and Grenadines,2009,female,25-34 years,,8643,,674922481
Saint Vincent and Grenadines,2009,female,35-54 years,,13206,,674922481
Saint Vincent and Grenadines,2009,female,5-14 years,,9944,,674922481
Saint Vincent and Grenadines,2009,female,55-74 years,,5787,,674922481
Saint Vincent and Grenadines,2009,female,75+ years,,1761,,674922481
Saint Vincent and Grenadines,2009,male,15-24 years,,10305,,674922481
Saint Vincent and Grenadines,2009,male,35-54 years,,14258,,674922481
Saint Vincent and Grenadines,2009,male,5-14 years,,10156,,674922481
Saint Vincent and Grenadines,2009,male,55-74 years,,5558,,674922481
Saint Vincent and Grenadines,2009,male,75+ years,,1239,,674922481
Saint Vincent and Grenadines,2010,male,25-34 years,4,8930,0.711,681225963
Saint Vincent and Grenadines,2010,male,5-14 years,1,9962,0.711,681225963
Saint Vincent and Grenadines,2010,female,15-24 years,,10100,0.711,681225963
Saint Vincent and Grenadines,2010,female,25-34 years,,8656,0.711,681225963
Saint Vincent and Grenadines,2010,female,35-54 years,,13330,0.711,681225963
Saint Vincent and Grenadines,2010,female,5-14 years,,9754,0.711,681225963
Saint Vincent and Grenadines,2010,female,55-74 years,,5951,0.711,681225963
Saint Vincent and Grenadines,2010,female,75+ years,,1741,0.711,681225963
Saint Vincent and Grenadines,2010,male,15-24 years,,10289,0.711,681225963
Saint Vincent and Grenadines,2010,male,35-54 years,,14386,0.711,681225963
Saint Vincent and Grenadines,2010,male,55-74 years,,5730,0.711,681225963
Saint Vincent and Grenadines,2010,male,75+ years,,1221,0.711,681225963
Saint Vincent and Grenadines,2011,male,35-54 years,3,14471,0.713,676129407
Saint Vincent and Grenadines,2011,female,55-74 years,1,6091,0.713,676129407
Saint Vincent and Grenadines,2011,male,15-24 years,1,10177,0.713,676129407
Saint Vincent and Grenadines,2011,female,15-24 years,,9973,0.713,676129407
Saint Vincent and Grenadines,2011,female,25-34 years,,8686,0.713,676129407
Saint Vincent and Grenadines,2011,female,35-54 years,,13447,0.713,676129407
Saint Vincent and Grenadines,2011,female,5-14 years,,9530,0.713,676129407
Saint Vincent and Grenadines,2011,female,75+ years,,1807,0.713,676129407
Saint Vincent and Grenadines,2011,male,25-34 years,,8921,0.713,676129407
Saint Vincent and Grenadines,2011,male,5-14 years,,9742,0.713,676129407
Saint Vincent and Grenadines,2011,male,55-74 years,,5909,0.713,676129407
Saint Vincent and Grenadines,2011,male,75+ years,,1283,0.713,676129407
Saint Vincent and Grenadines,2012,male,25-34 years,2,8898,0.715,692933741
Saint Vincent and Grenadines,2012,male,15-24 years,2,10078,0.715,692933741
Saint Vincent and Grenadines,2012,male,55-74 years,1,6126,0.715,692933741
Saint Vincent and Grenadines,2012,female,35-54 years,2,13558,0.715,692933741
Saint Vincent and Grenadines,2012,male,35-54 years,2,14545,0.715,692933741
Saint Vincent and Grenadines,2012,female,15-24 years,1,9859,0.715,692933741
Saint Vincent and Grenadines,2012,female,25-34 years,,8700,0.715,692933741
Saint Vincent and Grenadines,2012,female,5-14 years,,9355,0.715,692933741
Saint Vincent and Grenadines,2012,female,55-74 years,,6253,0.715,692933741
Saint Vincent and Grenadines,2012,female,75+ years,,1881,0.715,692933741
Saint Vincent and Grenadines,2012,male,5-14 years,,9568,0.715,692933741
Saint Vincent and Grenadines,2012,male,75+ years,,1346,0.715,692933741
Saint Vincent and Grenadines,2013,female,15-24 years,,9748,0.717,721207148
Saint Vincent and Grenadines,2013,female,25-34 years,,8694,0.717,721207148
Saint Vincent and Grenadines,2013,female,35-54 years,,13666,0.717,721207148
Saint Vincent and Grenadines,2013,female,5-14 years,,9231,0.717,721207148
Saint Vincent and Grenadines,2013,female,55-74 years,,6444,0.717,721207148
Saint Vincent and Grenadines,2013,female,75+ years,,1948,0.717,721207148
Saint Vincent and Grenadines,2013,male,15-24 years,,9986,0.717,721207148
Saint Vincent and Grenadines,2013,male,25-34 years,,8863,0.717,721207148
Saint Vincent and Grenadines,2013,male,35-54 years,,14602,0.717,721207148
Saint Vincent and Grenadines,2013,male,5-14 years,,9440,0.717,721207148
Saint Vincent and Grenadines,2013,male,55-74 years,,6377,0.717,721207148
Saint Vincent and Grenadines,2013,male,75+ years,,1399,0.717,721207148
Saint Vincent and Grenadines,2014,male,75+ years,1,1440,0.72,725185185
Saint Vincent and Grenadines,2014,male,25-34 years,1,8817,0.72,725185185
Saint Vincent and Grenadines,2014,female,15-24 years,,9636,0.72,725185185
Saint Vincent and Grenadines,2014,female,25-34 years,,8665,0.72,725185185
Saint Vincent and Grenadines,2014,female,35-54 years,,13751,0.72,725185185
Saint Vincent and Grenadines,2014,female,5-14 years,,9144,0.72,725185185
Saint Vincent and Grenadines,2014,female,55-74 years,,6689,0.72,725185185
Saint Vincent and Grenadines,2014,female,75+ years,,1991,0.72,725185185
Saint Vincent and Grenadines,2014,male,15-24 years,,9888,0.72,725185185
Saint Vincent and Grenadines,2014,male,35-54 years,,14629,0.72,725185185
Saint Vincent and Grenadines,2014,male,5-14 years,,9346,0.72,725185185
Saint Vincent and Grenadines,2014,male,55-74 years,,6680,0.72,725185185
Saint Vincent and Grenadines,2015,female,5-14 years,1,9071,,756666667
Saint Vincent and Grenadines,2015,male,15-24 years,1,9783,,756666667
Saint Vincent and Grenadines,2015,male,35-54 years,1,14619,,756666667
Saint Vincent and Grenadines,2015,female,15-24 years,,9515,,756666667
Saint Vincent and Grenadines,2015,female,25-34 years,,8622,,756666667
Saint Vincent and Grenadines,2015,female,35-54 years,,13809,,756666667
Saint Vincent and Grenadines,2015,female,55-74 years,,6999,,756666667
Saint Vincent and Grenadines,2015,female,75+ years,,2012,,756666667
Saint Vincent and Grenadines,2015,male,25-34 years,,8762,,756666667
Saint Vincent and Grenadines,2015,male,5-14 years,,9266,,756666667
Saint Vincent and Grenadines,2015,male,55-74 years,,7031,,756666667
Saint Vincent and Grenadines,2015,male,75+ years,,1459,,756666667
San Marino,1999,male,55-74 years,1,2542,,1215640315
San Marino,1999,male,35-54 years,1,3998,,1215640315
San Marino,1999,female,15-24 years,,1453,,1215640315
San Marino,1999,female,25-34 years,,2329,,1215640315
San Marino,1999,female,35-54 years,,4051,,1215640315
San Marino,1999,female,5-14 years,,1227,,1215640315
San Marino,1999,female,55-74 years,,2738,,1215640315
San Marino,1999,female,75+ years,,1147,,1215640315
San Marino,1999,male,15-24 years,,1539,,1215640315
San Marino,1999,male,25-34 years,,2138,,1215640315
San Marino,1999,male,5-14 years,,1309,,1215640315
San Marino,1999,male,75+ years,,721,,1215640315
San Marino,2000,male,25-34 years,1,2116,,1101897918
San Marino,2000,female,15-24 years,,1435,,1101897918
San Marino,2000,female,25-34 years,,2238,,1101897918
San Marino,2000,female,35-54 years,,4192,,1101897918
San Marino,2000,female,5-14 years,,1225,,1101897918
San Marino,2000,female,55-74 years,,2776,,1101897918
San Marino,2000,female,75+ years,,1194,,1101897918
San Marino,2000,male,15-24 years,,1412,,1101897918
San Marino,2000,male,35-54 years,,4117,,1101897918
San Marino,2000,male,5-14 years,,1321,,1101897918
San Marino,2000,male,55-74 years,,2590,,1101897918
San Marino,2000,male,75+ years,,753,,1101897918
San Marino,2005,male,55-74 years,1,2940,,1958711603
San Marino,2005,female,15-24 years,,1325,,1958711603
San Marino,2005,female,25-34 years,,2339,,1958711603
San Marino,2005,female,35-54 years,,4856,,1958711603
San Marino,2005,female,5-14 years,,1414,,1958711603
San Marino,2005,female,55-74 years,,3105,,1958711603
San Marino,2005,female,75+ years,,1423,,1958711603
San Marino,2005,male,15-24 years,,1440,,1958711603
San Marino,2005,male,25-34 years,,2176,,1958711603
San Marino,2005,male,35-54 years,,4793,,1958711603
San Marino,2005,male,5-14 years,,1545,,1958711603
San Marino,2005,male,75+ years,,908,,1958711603
Serbia,1998,male,75+ years,147,123440,,18284194680
Serbia,1998,male,55-74 years,382,817210,,18284194680
Serbia,1998,female,75+ years,7,200874,,18284194680
Serbia,1998,male,35-54 years,38,1082941,,18284194680
Serbia,1998,male,25-34 years,17,480472,,18284194680
Serbia,1998,female,55-74 years,197,969361,,18284194680
